clean_date,total_articles,positive,neutral,negative,average_confidence,weighted_sentiment,positive_ratio,neutral_ratio,negative_ratio,weighted_ma3,weighted_ma7,sentiment_ma3,sentiment_ma7,momentum,lag1,lag7
2017-02-22,1,0,0,1,0.9676555395126344,-0.9676555395126344,0.0,0.0,1.0,-0.9050386746724448,-0.1914756553513663,-0.9050386746724447,-0.19147565535136632,0.004108369350433239,-0.9717639088630676,0.9294135570526124
2017-02-23,1,0,1,0,0.953177571296692,0.0,0.0,1.0,0.0,-0.6464731494585673,-0.1453496984073094,-0.6464731494585673,-0.1453496984073094,0.9676555395126344,-0.9676555395126344,-0.3228816986083984
2017-02-26,1,0,0,1,0.9662237763404846,-0.9662237763404846,0.0,0.0,1.0,-0.6446264386177063,-0.2785853658403669,-0.6446264386177064,-0.2785853658403669,-0.9662237763404846,0.0,-0.033574104309082
2017-02-27,1,0,1,0,0.925031840801239,0.0,0.0,1.0,0.0,-0.3220745921134949,-0.4121434262820652,-0.32207459211349493,-0.41214342628206524,0.9662237763404846,-0.9662237763404846,0.9349064230918884
2017-02-28,1,0,0,1,0.9515803456306458,-0.9515803456306458,0.0,0.0,1.0,-0.6392680406570435,-0.6618457351412091,-0.6392680406570435,-0.6618457351412091,-0.9515803456306458,0.0,0.7963358163833618
2017-03-02,2,1,1,0,0.8703006505966187,0.4672116041183472,0.5,0.5,0.0,-0.1614562471707661,-0.4842874237469264,-0.1614562471707662,-0.48428742374692646,1.418791949748993,-0.9515803456306458,-0.7756965756416321
2017-03-03,1,0,1,0,0.4982099533081054,0.0,0.0,1.0,0.0,-0.1614562471707661,-0.3454640081950596,-0.1614562471707662,-0.3454640081950596,-0.4672116041183472,0.4672116041183472,-0.9717639088630676
2017-03-05,1,1,0,0,0.9128939509391784,0.9128939509391784,1.0,0.0,0.0,0.4600351850191752,-0.0768140809876578,0.4600351850191751,-0.07681408098765785,0.9128939509391784,0.0,-0.9676555395126344
2017-03-06,4,1,3,0,0.9223923087120056,0.2351565062999725,0.25,0.75,0.0,0.3826834857463836,-0.043220294373376,0.3826834857463836,-0.043220294373376045,-0.6777374446392058,0.9128939509391784,0.0
2017-03-07,1,0,1,0,0.8997429013252258,0.0,0.0,1.0,0.0,0.3826834857463836,0.0948116736752646,0.3826834857463836,0.09481167367526462,-0.2351565062999725,0.2351565062999725,-0.9662237763404846
2017-03-08,1,0,1,0,0.9229822158813475,0.0,0.0,1.0,0.0,0.0783855020999908,0.0948116736752646,0.0783855020999908,0.09481167367526462,0.0,0.0,0.0
2017-03-09,1,1,0,0,0.9357345104217528,0.9357345104217528,1.0,0.0,0.0,0.3119115034739175,0.3644280816827501,0.31191150347391755,0.36442808168275015,0.9357345104217528,0.0,-0.9515803456306458
2017-03-13,1,1,0,0,0.9434261918067932,0.9434261918067932,1.0,0.0,0.0,0.6263869007428486,0.4324587370668138,0.6263869007428486,0.43245873706681387,0.007691681385040394,0.9357345104217528,0.4672116041183472
2017-03-15,1,1,0,0,0.9289399981498718,0.9289399981498718,1.0,0.0,0.0,0.936033566792806,0.5651644510882241,0.936033566792806,0.5651644510882241,-0.014486193656921387,0.9434261918067932,0.0
2017-03-19,1,0,1,0,0.9540071487426758,0.0,0.0,1.0,0.0,0.6241220633188883,0.4347510295254843,0.6241220633188883,0.43475102952548433,-0.9289399981498718,0.9289399981498718,0.9128939509391784
2017-03-20,1,1,0,0,0.822990357875824,0.822990357875824,1.0,0.0,0.0,0.5839767853418986,0.5187272940363202,0.5839767853418986,0.5187272940363202,0.822990357875824,0.0,0.2351565062999725
2017-03-21,2,1,1,0,0.853836178779602,0.468939483165741,0.5,0.5,0.0,0.4306432803471883,0.5857186487742833,0.4306432803471883,0.5857186487742833,-0.35405087471008295,0.822990357875824,0.0
2017-03-22,2,2,0,0,0.8963488042354584,0.8963488042354584,1.0,0.0,0.0,0.7294262150923411,0.7137684779507774,0.7294262150923411,0.7137684779507774,0.42740932106971735,0.468939483165741,0.0
2017-03-23,1,1,0,0,0.9411997199058532,0.9411997199058532,1.0,0.0,0.0,0.7688293357690176,0.7145492221627917,0.7688293357690176,0.7145492221627917,0.044850915670394786,0.8963488042354584,0.9357345104217528
2017-03-24,1,0,0,1,0.9254481196403505,-0.9254481196403505,0.0,0.0,1.0,0.304033468166987,0.4475671776703426,0.304033468166987,0.4475671776703426,-1.8666478395462036,0.9411997199058532,0.9434261918067932
2017-03-26,1,1,0,0,0.9075827598571776,0.9075827598571776,1.0,0.0,0.0,0.3077781200408934,0.4445161436285291,0.30777812004089344,0.4445161436285291,1.833030879497528,-0.9254481196403505,0.9289399981498718
2017-03-27,1,0,1,0,0.8853600025177002,0.0,0.0,1.0,0.0,-0.0059551199277242,0.4445161436285291,-0.005955119927724277,0.4445161436285291,-0.9075827598571776,0.9075827598571776,0.0
2017-03-28,7,3,3,1,0.8370354516165597,0.2818462593214852,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.396476339726221,0.3672098438350521,0.3964763397262209,0.3672098438350521,0.2818462593214852,0.0,0.822990357875824
2017-03-29,1,0,0,1,0.927085280418396,-0.927085280418396,0.0,0.0,1.0,-0.2150796736989702,0.167777734751604,-0.21507967369897027,0.167777734751604,-1.2089315397398812,0.2818462593214852,0.468939483165741
2017-03-30,1,0,0,1,0.9664162397384644,-0.9664162397384644,0.0,0.0,1.0,-0.5372184202784583,-0.0983315572446706,-0.5372184202784583,-0.09833155724467069,-0.03933095932006836,-0.927085280418396,0.8963488042354584
2017-04-02,1,1,0,0,0.7253709435462952,0.7253709435462952,1.0,0.0,0.0,-0.3893768588701884,-0.1291642395817504,-0.3893768588701884,-0.1291642395817504,1.6917871832847595,-0.9664162397384644,0.9411997199058532
2017-04-03,4,0,3,1,0.9026277959346772,-0.2413865029811859,0.0,0.75,0.25,-0.1608105997244516,-0.031441151487584,-0.1608105997244517,-0.031441151487584036,-0.9667574465274811,0.7253709435462952,-0.9254481196403505
2017-04-04,1,0,0,1,0.9706121683120728,-0.9706121683120728,0.0,0.0,1.0,-0.1622092425823211,-0.2997547126546198,-0.16220924258232117,-0.29975471265461984,-0.7292256653308868,-0.2413865029811859,0.9075827598571776
2017-04-05,1,0,1,0,0.9344563484191896,0.0,0.0,1.0,0.0,-0.4039995570977528,-0.2997547126546198,-0.40399955709775287,-0.29975471265461984,0.9706121683120728,-0.9706121683120728,0.0
2017-04-06,1,0,0,1,0.9573553800582886,-0.9573553800582886,0.0,0.0,1.0,-0.6426558494567871,-0.4767835182803018,-0.6426558494567871,-0.4767835182803018,-0.9573553800582886,0.0,0.2818462593214852
2017-04-09,1,0,0,1,0.7408076524734497,-0.7408076524734497,0.0,0.0,1.0,-0.5660543441772461,-0.4501724285738809,-0.5660543441772461,-0.4501724285738809,0.21654772758483887,-0.9573553800582886,-0.927085280418396
2017-04-10,1,1,0,0,0.9435856938362122,0.9435856938362122,1.0,0.0,0.0,-0.2515257795651753,-0.1773150094917842,-0.25152577956517536,-0.1773150094917842,1.6843933463096619,-0.7408076524734497,-0.9664162397384644
